,6,3,0
0,desss-portfolio.com,2023-01-22,38
1,desss.com,2023-02-12,59
2,zunamelt.com,2023-02-12,59
3,trophydeals.com,2023-07-27,224
4,trophydeals.com,2023-07-27,224
5,google.com,2023-01-30,46
